Timestamp,Roll,Pitch,Yaw,Flex
16:45:45.295848,446383,49.68,-5.45,213781.27,1.00
16:45:45.305140,446393,49.72,-5.50,213786.25,0.00
16:45:45.315956,446403,49.74,-5.57,213791.73,1.00
16:45:45.325861,446413,49.74,-5.61,213796.72,0.00
16:45:45.336038,446423,49.72,-5.65,213801.20,1.00
16:45:45.345818,446433,54.66,-5.62,213806.69,0.00
16:45:45.355869,446443,58.18,-5.59,213811.17,1.00
16:45:45.365877,446453,61.75,-5.52,213816.16,0.00
16:45:45.375861,446463,60.45,-5.48,213821.14,1.00
16:45:45.385685,446473,59.26,-5.49,213826.63,0.00
16:45:45.395845,446483,58.22,-5.47,213831.61,1.00
16:45:45.405838,446493,57.32,-5.41,213836.09,0.00
16:45:45.416297,446503,56.56,-5.37,213841.58,1.00
16:45:45.425865,446513,55.92,-5.36,213846.56,0.00
16:45:45.435877,446523,59.84,-5.38,213851.55,1.00
16:45:45.446370,446533,63.38,-5.40,213856.53,0.00
16:45:45.455756,446543,66.53,-5.47,213861.52,1.00
16:45:45.465836,446553,69.26,-5.54,213866.50,0.00
16:45:45.475845,446563,71.28,-5.63,213870.98,1.00
16:45:45.485865,446573,69.04,-5.66,213875.97,0.00
16:45:45.495899,446583,67.04,-5.63,213880.95,1.00
16:45:45.505873,446593,70.21,-5.59,213886.44,0.00
16:45:45.515647,446603,72.61,-5.52,213891.42,1.00
16:45:45.525892,446613,74.71,-5.47,213896.41,0.00
16:45:45.535851,446623,76.15,-5.46,213900.89,1.00
16:45:45.546172,446633,78.33,-5.37,213906.38,0.00
16:45:45.556007,446643,79.35,-5.27,213910.86,1.00
16:45:45.566280,446653,81.12,-5.23,213916.34,0.00
16:45:45.575857,446663,77.77,-5.18,213920.83,1.00
16:45:45.585879,446673,74.73,-5.19,213925.81,0.00
16:45:45.595874,446683,72.05,-5.13,213931.30,1.00
16:45:45.605869,446693,69.67,-5.12,213935.78,0.00
16:45:45.616279,446703,67.56,-5.13,213940.77,1.00
16:45:45.625855,446713,65.72,-5.15,213945.75,0.00
16:45:45.636073,446723,64.05,-5.16,213950.73,1.00
16:45:45.645874,446733,62.55,-5.21,213956.22,0.00
16:45:45.655861,446743,61.25,-5.23,213961.20,1.00
16:45:45.664941,446753,60.10,-5.23,213965.69,0.00
16:45:45.675338,446763,59.01,-5.18,213970.67,1.00
16:45:45.685835,446773,57.97,-5.11,213975.66,0.00
16:45:45.695875,446783,56.99,-5.03,213980.66,1.00
16:45:45.705862,446793,56.06,-5.00,213986.16,0.00
16:45:45.715855,446803,55.26,-4.94,213991.16,1.00
16:45:45.725861,446813,54.57,-4.95,213996.16,0.00
16:45:45.735792,446823,53.99,-5.06,214001.16,1.00
16:45:45.745261,446833,53.44,-5.19,214005.66,0.00
16:45:45.755831,446843,53.05,-5.27,214011.14,1.00
16:45:45.765872,446853,52.72,-5.32,214016.13,0.00
16:45:45.775868,446863,52.42,-5.39,214021.11,0.00
16:45:45.785779,446873,52.19,-5.45,214026.09,0.00
16:45:45.795823,446883,52.04,-5.48,214030.58,0.00
16:45:45.805836,446893,51.91,-5.56,214036.06,0.00
16:45:45.815031,446903,51.80,-5.66,214041.05,1.00
16:45:45.825862,446913,51.68,-5.78,214046.03,0.00
16:45:45.835879,446923,51.52,-5.88,214050.52,1.00
16:45:45.845964,446933,56.33,-5.93,214056.00,0.00
16:45:45.855893,446943,60.20,-5.94,214060.98,1.00
16:45:45.866427,446953,63.14,-5.86,214065.47,0.00
16:45:45.875836,446963,66.68,-5.72,214070.94,0.00
16:45:45.885808,446973,69.40,-5.60,214075.92,0.00
16:45:45.895874,446983,71.39,-5.50,214080.41,0.00
16:45:45.905861,446993,74.03,-5.37,214085.89,0.00
16:45:45.915527,447003,75.94,-5.31,214090.88,0.00
16:45:45.925877,447013,73.09,-5.29,214095.36,0.00
16:45:45.935841,447023,70.51,-5.25,214100.84,0.00
16:45:45.945809,447033,68.24,-5.27,214105.83,0.00
16:45:45.955893,447043,66.19,-5.29,214110.81,1.00
16:45:45.965599,447053,64.45,-5.23,214115.30,0.00
16:45:45.973895,timestamp,roll,pitch,yaw,flex
16:45:45.978490,447063,62.92,-5.22,214120.78,1.00
16:45:45.985840,447073,61.57,-5.27,214125.77,0.00
16:45:45.995949,447083,60.36,-5.30,214130.25,0.00
16:45:46.006379,447093,59.24,-5.38,214135.73,0.00
16:45:46.015837,447103,58.28,-5.44,214140.22,0.00
16:45:46.025279,447113,57.45,-5.57,214145.70,1.00
16:45:46.035868,447123,56.68,-5.68,214150.69,1.00
16:45:46.045874,447133,55.99,-5.72,214155.17,1.00
16:45:46.055853,447143,55.36,-5.80,214160.66,1.00
16:45:46.065845,447153,54.78,-5.79,214165.14,1.00
16:45:46.075845,447163,54.30,-5.72,214170.63,1.00
16:45:46.085839,447173,53.86,-5.67,214175.61,1.00
16:45:46.095818,447183,53.45,-5.60,214180.59,1.00
16:45:46.105836,447193,52.98,-5.58,214185.58,1.00
16:45:46.115871,447203,52.60,-5.44,214190.56,1.00
16:45:46.125875,447213,56.30,-5.28,214195.05,0.00
16:45:46.135825,447223,59.99,-5.23,214200.03,1.00
16:45:46.145824,447233,58.74,-5.28,214205.52,0.00
16:45:46.155822,447243,57.64,-5.30,214210.50,1.00
16:45:46.166408,447253,56.64,-5.33,214215.48,1.00
16:45:46.175891,447263,55.80,-5.34,214219.97,1.00
16:45:46.185867,447273,55.08,-5.35,214224.95,0.00
16:45:46.195452,447283,54.52,-5.35,214229.94,1.00
16:45:46.205632,447293,53.99,-5.36,214234.92,1.00
16:45:46.215862,447303,53.54,-5.38,214239.91,1.00
16:45:46.225017,447313,53.15,-5.43,214245.39,0.00
16:45:46.235432,447323,52.81,-5.50,214249.88,0.00
16:45:46.245836,447333,52.53,-5.57,214255.36,0.00
16:45:46.255850,447343,52.25,-5.61,214259.84,0.00
16:45:46.265850,447353,51.96,-5.66,214264.83,5.00
16:45:46.275836,447363,51.58,-5.76,214270.31,0.00
16:45:46.285937,447373,51.24,-5.84,214275.30,0.00
